"project_year","total_cover","quadrat","species"
1944,0.018728,"B1","ARIST"
1944,0,"B1","ARTE3"
1944,0.08623045,"B1","BOER4"
1944,0,"B1","BOUTE"
1944,0,"B1","CYPER"
1944,0,"B1","DAPU7"
1944,0,"B1","ENDE"
1944,0,"B1","ERLE"
1944,0,"B1","MUAR"
1944,0,"B1","MUAR2"
1944,0,"B1","MUPO2"
1944,0,"B1","PAHA"
1944,0,"B1","PAOB"
1944,0,"B1","PLMU3"
1944,0,"B1","SCBR2"
1944,0,"B1","SELE6"
1944,0,"B1","SPAI"
1944,0,"B1","SPCO4"
1944,0,"B1","SPCR"
1944,0.0073405,"B1","SPFL2"
1944,0,"B1","SPORO"
1944,0,"B1","UNKG"
1945,0.0211865,"B1","ARIST"
1945,0,"B1","ARTE3"
1945,0.09116565,"B1","BOER4"
1945,0,"B1","BOUTE"
1945,0,"B1","CYPER"
1945,0,"B1","DAPU7"
1945,0,"B1","ENDE"
1945,0,"B1","ERLE"
1945,0,"B1","MUAR"
1945,0,"B1","MUAR2"
1945,0,"B1","MUPO2"
1945,0,"B1","PAHA"
1945,0,"B1","PAOB"
1945,0,"B1","PLMU3"
1945,0,"B1","SCBR2"
1945,0,"B1","SELE6"
1945,0,"B1","SPAI"
1945,0,"B1","SPCO4"
1945,0,"B1","SPCR"
1945,0.0086725,"B1","SPFL2"
1945,0,"B1","SPORO"
1945,0,"B1","UNKG"
1946,0.0145579,"B1","ARIST"
1946,0,"B1","ARTE3"
1946,0.09796776,"B1","BOER4"
1946,0,"B1","BOUTE"
1946,0,"B1","CYPER"
1946,0,"B1","DAPU7"
1946,0,"B1","ENDE"
1946,0,"B1","ERLE"
1946,0,"B1","MUAR"
1946,0,"B1","MUAR2"
1946,0,"B1","MUPO2"
1946,0,"B1","PAHA"
1946,0,"B1","PAOB"
1946,0,"B1","PLMU3"
1946,0,"B1","SCBR2"
1946,0,"B1","SELE6"
1946,0,"B1","SPAI"
1946,0,"B1","SPCO4"
1946,0,"B1","SPCR"
1946,0.01084945,"B1","SPFL2"
1946,0,"B1","SPORO"
1946,0,"B1","UNKG"
1947,0.0077195,"B1","ARIST"
1947,0,"B1","ARTE3"
1947,0.0806683,"B1","BOER4"
1947,0,"B1","BOUTE"
1947,0,"B1","CYPER"
1947,0,"B1","DAPU7"
1947,0,"B1","ENDE"
1947,0,"B1","ERLE"
1947,0,"B1","MUAR"
1947,0,"B1","MUAR2"
1947,0,"B1","MUPO2"
1947,0,"B1","PAHA"
1947,0,"B1","PAOB"
1947,0,"B1","PLMU3"
1947,0,"B1","SCBR2"
1947,0,"B1","SELE6"
1947,0,"B1","SPAI"
1947,0,"B1","SPCO4"
1947,0,"B1","SPCR"
1947,0.0078905,"B1","SPFL2"
1947,0,"B1","SPORO"
1947,0,"B1","UNKG"
1948,0.00385975,"B1","ARIST"
1948,0,"B1","ARTE3"
1948,0.076384135,"B1","BOER4"
1948,0,"B1","BOUTE"
1948,0,"B1","CYPER"
1948,0,"B1","DAPU7"
1948,0,"B1","ENDE"
1948,0,"B1","ERLE"
1948,0,"B1","MUAR"
1948,0,"B1","MUAR2"
1948,0,"B1","MUPO2"
1948,0,"B1","PAHA"
1948,0,"B1","PAOB"
1948,0,"B1","PLMU3"
1948,0,"B1","SCBR2"
1948,0,"B1","SELE6"
1948,0,"B1","SPAI"
1948,0,"B1","SPCO4"
1948,0,"B1","SPCR"
1948,0.0081655,"B1","SPFL2"
1948,0,"B1","SPORO"
1948,0,"B1","UNKG"
1949,0,"B1","ARIST"
1949,0,"B1","ARTE3"
1949,0.07209997,"B1","BOER4"
1949,0,"B1","BOUTE"
1949,0,"B1","CYPER"
1949,0,"B1","DAPU7"
1949,0,"B1","ENDE"
1949,0,"B1","ERLE"
1949,0,"B1","MUAR"
1949,0,"B1","MUAR2"
1949,0,"B1","MUPO2"
1949,0,"B1","PAHA"
1949,0,"B1","PAOB"
1949,0,"B1","PLMU3"
1949,0,"B1","SCBR2"
1949,0,"B1","SELE6"
1949,0,"B1","SPAI"
1949,0,"B1","SPCO4"
1949,0,"B1","SPCR"
1949,0.0084405,"B1","SPFL2"
1949,0,"B1","SPORO"
1949,0,"B1","UNKG"
1950,0,"B1","ARIST"
1950,0,"B1","ARTE3"
1950,0.0582405,"B1","BOER4"
1950,0,"B1","BOUTE"
1950,0,"B1","CYPER"
1950,0,"B1","DAPU7"
1950,0,"B1","ENDE"
1950,0,"B1","ERLE"
1950,0,"B1","MUAR"
1950,0,"B1","MUAR2"
1950,0,"B1","MUPO2"
1950,0,"B1","PAHA"
1950,0,"B1","PAOB"
1950,0,"B1","PLMU3"
1950,0,"B1","SCBR2"
1950,0,"B1","SELE6"
1950,0,"B1","SPAI"
1950,0,"B1","SPCO4"
1950,0,"B1","SPCR"
1950,0.003211,"B1","SPFL2"
1950,0,"B1","SPORO"
1950,0,"B1","UNKG"
1951,0,"B1","ARIST"
1951,0,"B1","ARTE3"
1951,0.019567,"B1","BOER4"
1951,0,"B1","BOUTE"
1951,0,"B1","CYPER"
1951,0,"B1","DAPU7"
1951,0,"B1","ENDE"
1951,0,"B1","ERLE"
1951,0,"B1","MUAR"
1951,0,"B1","MUAR2"
1951,0,"B1","MUPO2"
1951,0,"B1","PAHA"
1951,0,"B1","PAOB"
1951,0,"B1","PLMU3"
1951,0,"B1","SCBR2"
1951,0,"B1","SELE6"
1951,0,"B1","SPAI"
1951,0,"B1","SPCO4"
1951,0,"B1","SPCR"
1951,0.0024305,"B1","SPFL2"
1951,0,"B1","SPORO"
1951,0,"B1","UNKG"
1952,0,"B1","ARIST"
1952,0,"B1","ARTE3"
1952,0.006423,"B1","BOER4"
1952,0,"B1","BOUTE"
1952,0,"B1","CYPER"
1952,0,"B1","DAPU7"
1952,0,"B1","ENDE"
1952,0,"B1","ERLE"
1952,0,"B1","MUAR"
1952,0,"B1","MUAR2"
1952,0,"B1","MUPO2"
1952,0,"B1","PAHA"
1952,0,"B1","PAOB"
1952,0,"B1","PLMU3"
1952,0,"B1","SCBR2"
1952,0,"B1","SELE6"
1952,0,"B1","SPAI"
1952,0,"B1","SPCO4"
1952,0,"B1","SPCR"
1952,0.001176,"B1","SPFL2"
1952,0,"B1","SPORO"
1952,0,"B1","UNKG"
1953,0,"B1","ARIST"
1953,0,"B1","ARTE3"
1953,0.006753,"B1","BOER4"
1953,0,"B1","BOUTE"
1953,0,"B1","CYPER"
1953,0,"B1","DAPU7"
1953,0,"B1","ENDE"
1953,0,"B1","ERLE"
1953,0,"B1","MUAR"
1953,0,"B1","MUAR2"
1953,0,"B1","MUPO2"
1953,0,"B1","PAHA"
1953,0,"B1","PAOB"
1953,0,"B1","PLMU3"
1953,0,"B1","SCBR2"
1953,0,"B1","SELE6"
1953,0,"B1","SPAI"
1953,0,"B1","SPCO4"
1953,0,"B1","SPCR"
1953,0.000882,"B1","SPFL2"
1953,0,"B1","SPORO"
1953,0,"B1","UNKG"
1954,0,"B1","ARIST"
1954,0,"B1","ARTE3"
1954,0.007083,"B1","BOER4"
1954,0,"B1","BOUTE"
1954,0,"B1","CYPER"
1954,0,"B1","DAPU7"
1954,0,"B1","ENDE"
1954,0,"B1","ERLE"
1954,0,"B1","MUAR"
1954,0,"B1","MUAR2"
1954,0,"B1","MUPO2"
1954,0,"B1","PAHA"
1954,0,"B1","PAOB"
1954,0,"B1","PLMU3"
1954,0,"B1","SCBR2"
1954,0,"B1","SELE6"
1954,0,"B1","SPAI"
1954,0,"B1","SPCO4"
1954,0,"B1","SPCR"
1954,0.000588,"B1","SPFL2"
1954,0,"B1","SPORO"
1954,0,"B1","UNKG"
1955,0,"B1","ARIST"
1955,0,"B1","ARTE3"
1955,0.007413,"B1","BOER4"
1955,0,"B1","BOUTE"
1955,0,"B1","CYPER"
1955,0,"B1","DAPU7"
1955,0,"B1","ENDE"
1955,0,"B1","ERLE"
1955,0,"B1","MUAR"
1955,0,"B1","MUAR2"
1955,0,"B1","MUPO2"
1955,0,"B1","PAHA"
1955,0,"B1","PAOB"
1955,0,"B1","PLMU3"
1955,0,"B1","SCBR2"
1955,0,"B1","SELE6"
1955,0,"B1","SPAI"
1955,0,"B1","SPCO4"
1955,0,"B1","SPCR"
1955,0.000294,"B1","SPFL2"
1955,0,"B1","SPORO"
1955,0,"B1","UNKG"
1956,0,"B1","ARIST"
1956,0,"B1","ARTE3"
1956,0.007743,"B1","BOER4"
1956,0,"B1","BOUTE"
1956,0,"B1","CYPER"
1956,0,"B1","DAPU7"
1956,0,"B1","ENDE"
1956,0,"B1","ERLE"
1956,0,"B1","MUAR"
1956,0,"B1","MUAR2"
1956,0,"B1","MUPO2"
1956,0,"B1","PAHA"
1956,0,"B1","PAOB"
1956,0,"B1","PLMU3"
1956,0,"B1","SCBR2"
1956,0,"B1","SELE6"
1956,0,"B1","SPAI"
1956,0,"B1","SPCO4"
1956,0,"B1","SPCR"
1956,0,"B1","SPFL2"
1956,0,"B1","SPORO"
1956,0,"B1","UNKG"
1957,0,"B1","ARIST"
1957,0,"B1","ARTE3"
1957,0.006183,"B1","BOER4"
1957,0,"B1","BOUTE"
1957,0,"B1","CYPER"
1957,0,"B1","DAPU7"
1957,0,"B1","ENDE"
1957,0,"B1","ERLE"
1957,0,"B1","MUAR"
1957,0,"B1","MUAR2"
1957,0,"B1","MUPO2"
1957,0,"B1","PAHA"
1957,0,"B1","PAOB"
1957,0,"B1","PLMU3"
1957,0,"B1","SCBR2"
1957,0,"B1","SELE6"
1957,0,"B1","SPAI"
1957,0,"B1","SPCO4"
1957,0,"B1","SPCR"
1957,0.001173,"B1","SPFL2"
1957,0,"B1","SPORO"
1957,0,"B1","UNKG"
1958,0,"B1","ARIST"
1958,0,"B1","ARTE3"
1958,0.01464749,"B1","BOER4"
1958,0,"B1","BOUTE"
1958,0,"B1","CYPER"
1958,0,"B1","DAPU7"
1958,0,"B1","ENDE"
1958,0,"B1","ERLE"
1958,0,"B1","MUAR"
1958,0,"B1","MUAR2"
1958,0,"B1","MUPO2"
1958,0,"B1","PAHA"
1958,0,"B1","PAOB"
1958,0,"B1","PLMU3"
1958,0,"B1","SCBR2"
1958,0,"B1","SELE6"
1958,0,"B1","SPAI"
1958,0,"B1","SPCO4"
1958,0,"B1","SPCR"
1958,0.000924,"B1","SPFL2"
1958,0,"B1","SPORO"
1958,0,"B1","UNKG"
1959,0,"B1","ARIST"
1959,0,"B1","ARTE3"
1959,0.014774,"B1","BOER4"
1959,0,"B1","BOUTE"
1959,0,"B1","CYPER"
1959,0,"B1","DAPU7"
1959,0,"B1","ENDE"
1959,0,"B1","ERLE"
1959,0,"B1","MUAR"
1959,0,"B1","MUAR2"
1959,0,"B1","MUPO2"
1959,0,"B1","PAHA"
1959,0,"B1","PAOB"
1959,0,"B1","PLMU3"
1959,0,"B1","SCBR2"
1959,0,"B1","SELE6"
1959,0,"B1","SPAI"
1959,0,"B1","SPCO4"
1959,0,"B1","SPCR"
1959,0.001697,"B1","SPFL2"
1959,0,"B1","SPORO"
1959,0,"B1","UNKG"
1960,0,"B1","ARIST"
1960,0,"B1","ARTE3"
1960,0.00929461,"B1","BOER4"
1960,0,"B1","BOUTE"
1960,0,"B1","CYPER"
1960,0,"B1","DAPU7"
1960,0,"B1","ENDE"
1960,0,"B1","ERLE"
1960,0,"B1","MUAR"
1960,0,"B1","MUAR2"
1960,0,"B1","MUPO2"
1960,0,"B1","PAHA"
1960,0,"B1","PAOB"
1960,0,"B1","PLMU3"
1960,0,"B1","SCBR2"
1960,0,"B1","SELE6"
1960,0,"B1","SPAI"
1960,0,"B1","SPCO4"
1960,0,"B1","SPCR"
1960,0.0010265,"B1","SPFL2"
1960,0,"B1","SPORO"
1960,0,"B1","UNKG"
1961,0,"B1","ARIST"
1961,0,"B1","ARTE3"
1961,0.021785,"B1","BOER4"
1961,0,"B1","BOUTE"
1961,0,"B1","CYPER"
1961,0,"B1","DAPU7"
1961,0,"B1","ENDE"
1961,0,"B1","ERLE"
1961,0,"B1","MUAR"
1961,0,"B1","MUAR2"
1961,0,"B1","MUPO2"
1961,0,"B1","PAHA"
1961,0,"B1","PAOB"
1961,0,"B1","PLMU3"
1961,0,"B1","SCBR2"
1961,0,"B1","SELE6"
1961,0,"B1","SPAI"
1961,0,"B1","SPCO4"
1961,0,"B1","SPCR"
1961,0,"B1","SPFL2"
1961,0,"B1","SPORO"
1961,0,"B1","UNKG"
1962,0,"B1","ARIST"
1962,0,"B1","ARTE3"
1962,0.023988,"B1","BOER4"
1962,0,"B1","BOUTE"
1962,0,"B1","CYPER"
1962,0,"B1","DAPU7"
1962,0,"B1","ENDE"
1962,0,"B1","ERLE"
1962,0,"B1","MUAR"
1962,0,"B1","MUAR2"
1962,0,"B1","MUPO2"
1962,0,"B1","PAHA"
1962,0,"B1","PAOB"
1962,0,"B1","PLMU3"
1962,0,"B1","SCBR2"
1962,0,"B1","SELE6"
1962,0,"B1","SPAI"
1962,0,"B1","SPCO4"
1962,0,"B1","SPCR"
1962,0,"B1","SPFL2"
1962,0,"B1","SPORO"
1962,0,"B1","UNKG"
1963,0,"B1","ARIST"
1963,0,"B1","ARTE3"
1963,0.026191,"B1","BOER4"
1963,0,"B1","BOUTE"
1963,0,"B1","CYPER"
1963,0,"B1","DAPU7"
1963,0,"B1","ENDE"
1963,0,"B1","ERLE"
1963,0,"B1","MUAR"
1963,0,"B1","MUAR2"
1963,0,"B1","MUPO2"
1963,0,"B1","PAHA"
1963,0,"B1","PAOB"
1963,0,"B1","PLMU3"
1963,0,"B1","SCBR2"
1963,0,"B1","SELE6"
1963,0,"B1","SPAI"
1963,0,"B1","SPCO4"
1963,0,"B1","SPCR"
1963,0,"B1","SPFL2"
1963,0,"B1","SPORO"
1963,0,"B1","UNKG"
1964,0,"B1","ARIST"
1964,0,"B1","ARTE3"
1964,0.028394,"B1","BOER4"
1964,0,"B1","BOUTE"
1964,0,"B1","CYPER"
1964,0,"B1","DAPU7"
1964,0,"B1","ENDE"
1964,0,"B1","ERLE"
1964,0,"B1","MUAR"
1964,0,"B1","MUAR2"
1964,0,"B1","MUPO2"
1964,0,"B1","PAHA"
1964,0,"B1","PAOB"
1964,0,"B1","PLMU3"
1964,0,"B1","SCBR2"
1964,0,"B1","SELE6"
1964,0,"B1","SPAI"
1964,0,"B1","SPCO4"
1964,0,"B1","SPCR"
1964,0,"B1","SPFL2"
1964,0,"B1","SPORO"
1964,0,"B1","UNKG"
1965,0,"B1","ARIST"
1965,0,"B1","ARTE3"
1965,0.030597,"B1","BOER4"
1965,0,"B1","BOUTE"
1965,0,"B1","CYPER"
1965,0,"B1","DAPU7"
1965,0,"B1","ENDE"
1965,0,"B1","ERLE"
1965,0,"B1","MUAR"
1965,0,"B1","MUAR2"
1965,0,"B1","MUPO2"
1965,0,"B1","PAHA"
1965,0,"B1","PAOB"
1965,0,"B1","PLMU3"
1965,0,"B1","SCBR2"
1965,0,"B1","SELE6"
1965,0,"B1","SPAI"
1965,0,"B1","SPCO4"
1965,0,"B1","SPCR"
1965,0,"B1","SPFL2"
1965,0,"B1","SPORO"
1965,0,"B1","UNKG"
1966,0,"B1","ARIST"
1966,0,"B1","ARTE3"
1966,0.04414955,"B1","BOER4"
1966,0.00025,"B1","BOUTE"
1966,0,"B1","CYPER"
1966,0,"B1","DAPU7"
1966,0,"B1","ENDE"
1966,0,"B1","ERLE"
1966,0,"B1","MUAR"
1966,0,"B1","MUAR2"
1966,0,"B1","MUPO2"
1966,0,"B1","PAHA"
1966,0,"B1","PAOB"
1966,0,"B1","PLMU3"
1966,0,"B1","SCBR2"
1966,0,"B1","SELE6"
1966,0,"B1","SPAI"
1966,0,"B1","SPCO4"
1966,0,"B1","SPCR"
1966,0,"B1","SPFL2"
1966,0,"B1","SPORO"
1966,0,"B1","UNKG"
1967,0,"B1","ARIST"
1967,0,"B1","ARTE3"
1967,0.0332329,"B1","BOER4"
1967,0.000125,"B1","BOUTE"
1967,0,"B1","CYPER"
1967,0.000339,"B1","DAPU7"
1967,0,"B1","ENDE"
1967,0,"B1","ERLE"
1967,0,"B1","MUAR"
1967,0,"B1","MUAR2"
1967,0,"B1","MUPO2"
1967,0,"B1","PAHA"
1967,0,"B1","PAOB"
1967,0,"B1","PLMU3"
1967,0,"B1","SCBR2"
1967,0,"B1","SELE6"
1967,0,"B1","SPAI"
1967,0,"B1","SPCO4"
1967,0,"B1","SPCR"
1967,0,"B1","SPFL2"
1967,0,"B1","SPORO"
1967,0,"B1","UNKG"
1968,0,"B1","ARIST"
1968,0,"B1","ARTE3"
1968,0.02231625,"B1","BOER4"
1968,0,"B1","BOUTE"
1968,0,"B1","CYPER"
1968,0.000678,"B1","DAPU7"
1968,0,"B1","ENDE"
1968,0,"B1","ERLE"
1968,0,"B1","MUAR"
1968,0,"B1","MUAR2"
1968,0,"B1","MUPO2"
1968,0,"B1","PAHA"
1968,0,"B1","PAOB"
1968,0,"B1","PLMU3"
1968,0,"B1","SCBR2"
1968,0,"B1","SELE6"
1968,0,"B1","SPAI"
1968,0,"B1","SPCO4"
1968,0,"B1","SPCR"
1968,0,"B1","SPFL2"
1968,0,"B1","SPORO"
1968,0,"B1","UNKG"
1969,0,"B1","ARIST"
1969,0,"B1","ARTE3"
1969,0.011102,"B1","BOER4"
1969,0.00035,"B1","BOUTE"
1969,0,"B1","CYPER"
1969,0.0006945,"B1","DAPU7"
1969,0,"B1","ENDE"
1969,0,"B1","ERLE"
1969,0,"B1","MUAR"
1969,0,"B1","MUAR2"
1969,0,"B1","MUPO2"
1969,0,"B1","PAHA"
1969,0,"B1","PAOB"
1969,0,"B1","PLMU3"
1969,0,"B1","SCBR2"
1969,0,"B1","SELE6"
1969,0,"B1","SPAI"
1969,0,"B1","SPCO4"
1969,0,"B1","SPCR"
1969,0.000289,"B1","SPFL2"
1969,0,"B1","SPORO"
1969,0,"B1","UNKG"
1970,0,"B1","ARIST"
1970,0,"B1","ARTE3"
1970,0.0090129,"B1","BOER4"
1970,0.000725,"B1","BOUTE"
1970,0,"B1","CYPER"
1970,0.002617,"B1","DAPU7"
1970,0,"B1","ENDE"
1970,0,"B1","ERLE"
1970,0,"B1","MUAR"
1970,0,"B1","MUAR2"
1970,0,"B1","MUPO2"
1970,0,"B1","PAHA"
1970,0,"B1","PAOB"
1970,0,"B1","PLMU3"
1970,0,"B1","SCBR2"
1970,0,"B1","SELE6"
1970,0,"B1","SPAI"
1970,0,"B1","SPCO4"
1970,0,"B1","SPCR"
1970,0,"B1","SPFL2"
1970,0,"B1","SPORO"
1970,0,"B1","UNKG"
1971,0,"B1","ARIST"
1971,0,"B1","ARTE3"
1971,0.02441264,"B1","BOER4"
1971,0,"B1","BOUTE"
1971,0,"B1","CYPER"
1971,0.00573,"B1","DAPU7"
1971,0,"B1","ENDE"
1971,0,"B1","ERLE"
1971,0,"B1","MUAR"
1971,0,"B1","MUAR2"
1971,0,"B1","MUPO2"
1971,0,"B1","PAHA"
1971,0,"B1","PAOB"
1971,0,"B1","PLMU3"
1971,0,"B1","SCBR2"
1971,0,"B1","SELE6"
1971,0,"B1","SPAI"
1971,0,"B1","SPCO4"
1971,0,"B1","SPCR"
1971,0,"B1","SPFL2"
1971,0,"B1","SPORO"
1971,0,"B1","UNKG"
1972,0,"B1","ARIST"
1972,0,"B1","ARTE3"
1972,0.005969,"B1","BOER4"
1972,0,"B1","BOUTE"
1972,0,"B1","CYPER"
1972,0.004141,"B1","DAPU7"
1972,0,"B1","ENDE"
1972,0,"B1","ERLE"
1972,0,"B1","MUAR"
1972,0,"B1","MUAR2"
1972,0,"B1","MUPO2"
1972,0,"B1","PAHA"
1972,0,"B1","PAOB"
1972,0,"B1","PLMU3"
1972,0,"B1","SCBR2"
1972,0,"B1","SELE6"
1972,0,"B1","SPAI"
1972,0,"B1","SPCO4"
1972,0,"B1","SPCR"
1972,0,"B1","SPFL2"
1972,0,"B1","SPORO"
1972,0,"B1","UNKG"
1973,0,"B1","ARIST"
1973,0,"B1","ARTE3"
1973,0.0133675,"B1","BOER4"
1973,0,"B1","BOUTE"
1973,0,"B1","CYPER"
1973,0.0168025,"B1","DAPU7"
1973,0,"B1","ENDE"
1973,0,"B1","ERLE"
1973,0,"B1","MUAR"
1973,0,"B1","MUAR2"
1973,0,"B1","MUPO2"
1973,0,"B1","PAHA"
1973,0,"B1","PAOB"
1973,0,"B1","PLMU3"
1973,0,"B1","SCBR2"
1973,0,"B1","SELE6"
1973,0,"B1","SPAI"
1973,0,"B1","SPCO4"
1973,0,"B1","SPCR"
1973,0,"B1","SPFL2"
1973,0,"B1","SPORO"
1973,0,"B1","UNKG"
1974,0,"B1","ARIST"
1974,0,"B1","ARTE3"
1974,0.0148386,"B1","BOER4"
1974,0,"B1","BOUTE"
1974,0,"B1","CYPER"
1974,0.0272535,"B1","DAPU7"
1974,0,"B1","ENDE"
1974,0,"B1","ERLE"
1974,0,"B1","MUAR"
1974,0,"B1","MUAR2"
1974,0,"B1","MUPO2"
1974,0,"B1","PAHA"
1974,0,"B1","PAOB"
1974,0,"B1","PLMU3"
1974,0,"B1","SCBR2"
1974,0,"B1","SELE6"
1974,0,"B1","SPAI"
1974,0,"B1","SPCO4"
1974,0,"B1","SPCR"
1974,0,"B1","SPFL2"
1974,0,"B1","SPORO"
1974,0,"B1","UNKG"
1975,0,"B1","ARIST"
1975,0,"B1","ARTE3"
1975,0.02032435,"B1","BOER4"
1975,0,"B1","BOUTE"
1975,0,"B1","CYPER"
1975,0.042857,"B1","DAPU7"
1975,0,"B1","ENDE"
1975,0,"B1","ERLE"
1975,0,"B1","MUAR"
1975,0,"B1","MUAR2"
1975,0,"B1","MUPO2"
1975,0,"B1","PAHA"
1975,0,"B1","PAOB"
1975,0,"B1","PLMU3"
1975,0,"B1","SCBR2"
1975,0,"B1","SELE6"
1975,0,"B1","SPAI"
1975,0,"B1","SPCO4"
1975,0,"B1","SPCR"
1975,0,"B1","SPFL2"
1975,0,"B1","SPORO"
1975,0,"B1","UNKG"
1976,0,"B1","ARIST"
1976,0,"B1","ARTE3"
1976,0.017381,"B1","BOER4"
1976,0,"B1","BOUTE"
1976,0,"B1","CYPER"
1976,0.0355515,"B1","DAPU7"
1976,0,"B1","ENDE"
1976,0,"B1","ERLE"
1976,0,"B1","MUAR"
1976,0,"B1","MUAR2"
1976,0,"B1","MUPO2"
1976,0,"B1","PAHA"
1976,0,"B1","PAOB"
1976,0,"B1","PLMU3"
1976,0,"B1","SCBR2"
1976,0,"B1","SELE6"
1976,0,"B1","SPAI"
1976,0,"B1","SPCO4"
1976,0,"B1","SPCR"
1976,0.005514,"B1","SPFL2"
1976,0,"B1","SPORO"
1976,0,"B1","UNKG"
1977,0,"B1","ARIST"
1977,0,"B1","ARTE3"
1977,0.01100895,"B1","BOER4"
1977,0,"B1","BOUTE"
1977,0,"B1","CYPER"
1977,0.0522605,"B1","DAPU7"
1977,0,"B1","ENDE"
1977,0,"B1","ERLE"
1977,0,"B1","MUAR"
1977,0,"B1","MUAR2"
1977,0,"B1","MUPO2"
1977,0,"B1","PAHA"
1977,0,"B1","PAOB"
1977,0,"B1","PLMU3"
1977,0,"B1","SCBR2"
1977,0,"B1","SELE6"
1977,0,"B1","SPAI"
1977,0,"B1","SPCO4"
1977,0,"B1","SPCR"
1977,0.0071765,"B1","SPFL2"
1977,0,"B1","SPORO"
1977,0,"B1","UNKG"
1978,0,"B1","ARIST"
1978,0,"B1","ARTE3"
1978,0.01100895,"B1","BOER4"
1978,0,"B1","BOUTE"
1978,0,"B1","CYPER"
1978,0.0522605,"B1","DAPU7"
1978,0,"B1","ENDE"
1978,0,"B1","ERLE"
1978,0,"B1","MUAR"
1978,0,"B1","MUAR2"
1978,0,"B1","MUPO2"
1978,0,"B1","PAHA"
1978,0,"B1","PAOB"
1978,0,"B1","PLMU3"
1978,0,"B1","SCBR2"
1978,0,"B1","SELE6"
1978,0,"B1","SPAI"
1978,0,"B1","SPCO4"
1978,0,"B1","SPCR"
1978,0.0071765,"B1","SPFL2"
1978,0,"B1","SPORO"
1978,0,"B1","UNKG"
1979,0,"B1","ARIST"
1979,0,"B1","ARTE3"
1979,0.01100895,"B1","BOER4"
1979,0,"B1","BOUTE"
1979,0,"B1","CYPER"
1979,0.0522605,"B1","DAPU7"
1979,0,"B1","ENDE"
1979,0,"B1","ERLE"
1979,0,"B1","MUAR"
1979,0,"B1","MUAR2"
1979,0,"B1","MUPO2"
1979,0,"B1","PAHA"
1979,0,"B1","PAOB"
1979,0,"B1","PLMU3"
1979,0,"B1","SCBR2"
1979,0,"B1","SELE6"
1979,0,"B1","SPAI"
1979,0,"B1","SPCO4"
1979,0,"B1","SPCR"
1979,0.0071765,"B1","SPFL2"
1979,0,"B1","SPORO"
1979,0,"B1","UNKG"
1995,0.010881557627726,"B1","ARIST"
1995,0,"B1","ARTE3"
1995,0.045534265785137,"B1","BOER4"
1995,0,"B1","BOUTE"
1995,0,"B1","CYPER"
1995,0,"B1","DAPU7"
1995,0,"B1","ENDE"
1995,0,"B1","ERLE"
1995,0,"B1","MUAR"
1995,0,"B1","MUAR2"
1995,0,"B1","MUPO2"
1995,0,"B1","PAHA"
1995,0,"B1","PAOB"
1995,0,"B1","PLMU3"
1995,0,"B1","SCBR2"
1995,0,"B1","SELE6"
1995,0,"B1","SPAI"
1995,0,"B1","SPCO4"
1995,0,"B1","SPCR"
1995,0,"B1","SPFL2"
1995,0,"B1","SPORO"
1995,0,"B1","UNKG"
2001,0.03005562301405,"B1","ARIST"
2001,0,"B1","ARTE3"
2001,0.035025131972132,"B1","BOER4"
2001,0,"B1","BOUTE"
2001,0,"B1","CYPER"
2001,0,"B1","DAPU7"
2001,0,"B1","ENDE"
2001,0,"B1","ERLE"
2001,0,"B1","MUAR"
2001,0,"B1","MUAR2"
2001,0,"B1","MUPO2"
2001,0,"B1","PAHA"
2001,0,"B1","PAOB"
2001,0,"B1","PLMU3"
2001,0,"B1","SCBR2"
2001,0,"B1","SELE6"
2001,0,"B1","SPAI"
2001,0,"B1","SPCO4"
2001,0,"B1","SPCR"
2001,0,"B1","SPFL2"
2001,0,"B1","SPORO"
2001,0,"B1","UNKG"
2006,0.011564895058313,"B1","ARIST"
2006,0,"B1","ARTE3"
2006,0.026237549934404,"B1","BOER4"
2006,0,"B1","BOUTE"
2006,0,"B1","CYPER"
2006,0,"B1","DAPU7"
2006,0,"B1","ENDE"
2006,0,"B1","ERLE"
2006,0,"B1","MUAR"
2006,0,"B1","MUAR2"
2006,0,"B1","MUPO2"
2006,0,"B1","PAHA"
2006,0,"B1","PAOB"
2006,0,"B1","PLMU3"
2006,0,"B1","SCBR2"
2006,0,"B1","SELE6"
2006,0,"B1","SPAI"
2006,0,"B1","SPCO4"
2006,0,"B1","SPCR"
2006,0,"B1","SPFL2"
2006,0,"B1","SPORO"
2006,0,"B1","UNKG"
2011,0.023413920041137,"B1","ARIST"
2011,0,"B1","ARTE3"
2011,0.081595535052423,"B1","BOER4"
2011,0,"B1","BOUTE"
2011,0,"B1","CYPER"
2011,0,"B1","DAPU7"
2011,0,"B1","ENDE"
2011,0,"B1","ERLE"
2011,0,"B1","MUAR"
2011,0,"B1","MUAR2"
2011,0,"B1","MUPO2"
2011,0,"B1","PAHA"
2011,0,"B1","PAOB"
2011,0,"B1","PLMU3"
2011,0,"B1","SCBR2"
2011,0,"B1","SELE6"
2011,0,"B1","SPAI"
2011,0,"B1","SPCO4"
2011,0,"B1","SPCR"
2011,0,"B1","SPFL2"
2011,0,"B1","SPORO"
2011,0,"B1","UNKG"
2016,0,"B1","ARIST"
2016,0,"B1","ARTE3"
2016,0.045456814999897,"B1","BOER4"
2016,0,"B1","BOUTE"
2016,0,"B1","CYPER"
